Código-Actividades;Titulo-Actividades;Código-NIC
335014;Observar si aumenta la intranquilidad, ansiedad o falta de aire.;3350
331003;Observar si el estado de líquidos y electrólitos es el óptimo.;3310
133011;Observar si el individuo explica el nivel de estrés, humor y ansiedad antes y después de la administración, si procede.;1330
640314;Observar si el individuo muestra un excesiva sumisión, tal como someterse de forma pasiva a los procedimientos del hospital.;6403
133005;Observar si el individuo presenta incomodidad y náuseas antes y después de la administración.;1330
442028;Observar si el individuo presenta signos de incongruencia que pueden indicar falta de compromiso para cumplir el contrato.;4420
192004;Observar si el nivel  arterial de pH se encuentra en la parte alcalina o ácida del medidor (7,4).;1920
192006;Observar si el nivel de HCO3 muestra acidosis metabólica , alcalosis metabólica o es normal.;1920
192005;Observar si el nivel de PaCO2 (presión de dióxido de carbono arterial parcial ) muestra acidosis respiratoria, alcalosis respiratoria o es normal.;1920
640027;Observar si el niño no se muestra saludable, o si presenta depresión, apatía, retraso en el desarrollo malnutrición.;6400
640020;Observar si el niño presenta inversión de roles, como consolar al padre, o un comportamiento muy activo o agresivo.;6400
640019;Observar si el niño/adulto dependiente demuestra obediencia extrema, como sumisión pasiva a los procedimientos hospitalarios.;6400
640012;Observar si el niño/adulto dependiente enfermo o lesionado presenta signos de abuso.;6400
526002;Observar si el paciente padece ansiedad.;5260
641005;Observar si el paciente presenta reacciones alérgicas a nuevos medicamentos, fórmulas, alimentos, látex y/o tinturas de test.;6410
522016;Observar si el paciente puede mirar la parte corporal que ha sufrido el cambio.;5220
641006;Observar si el paciente, después de la exposición a agentes que se conoce que le causan respuestas alérgicas, presenta signos de enrojecimiento generalizado, angiodema, urticaria, tos paroxística, ansiedad aguda, disnea, sibilancias, ortopnea, vómitos, cianosis o shock.;6410
640024;Observar si el padre coge al recién nacido con los brazos extendidos, se siente incómodo al manipular al bebé o pide ayuda en exceso.;6400
116010;Observar si el pelo está seco, es fino y resulta fácil de arrancar.;1160
191015;Observar si empeora el desequilibrio de electrolítico con la corrección del desequilibrio ácido-base.;1910
424002;Observar si en el lugar de acceso hay enrojecimiento, edema, calor, drenaje, hemorragia, hematoma y disminución de la sensibilidad.;4240
084614;Observar si existe incapacidad por parte del paciente para mantener la postura correcta en la silla de ruedas.;0846
208034;Observar si existe pérdida de líquidos (hemorragia, vómitos, diarrea, transpiración y taquipnea).;2080
380007;Observar si existen condiciones médicas subyacentes que puedan precipitar la hipotermia (diabetes, mixedema o anorexia nerviosa).;3800
200308;Observar si existen manifestaciones de hipermagnesemia en el SNC (somnolencia, letargia y coma).;2003
200309;Observar si existen manifestaciones neuromusculares de hipermagnesemia (debilidad de reflejos tendinosos, parálisis muscular y flacidez muscular).;2003
230006;Observar si existen posibles alergias, interacciones y contraindicaciones respecto de los medicamentos.;2300
200103;Observar si existen síntomas de toxicidad digitálica (informe de niveles en suero por encima del margen terapéutico, monitorizar frecuencia y ritmo cardíacos antes de la administración de la dosis, y observar si hay efectos secundarios).;2001
665401;Observar si hay alteraciones de la función física o cognoscitiva del paciente puede conducir a una conducta insegura.;6654
698213;Observar si hay anormalidades placentarias, si procede.;6982
192010;Observar si hay aumento de anión gap (> 14mEq/ l ) , lo que indicaría un aumento de producción o una disminución de la excreción de productos ácidosis.;1920
146007;Observar si hay aumento de la presión intracraneal, fragilidad capilar, tendencia a la hemorragia, dificultades cardíacas agudas severas son hipertensión u otros estados en los que la tensión muscular podría producir mayor lesión psicológica y modificar la técnica, si procede.;1460
380020;Observar si hay bradicardia.;3800
259014;Observar si hay burbujas de aire, restos celulares o sangre coagulada en el tubo de presión.;2590
187208;Observar si hay burbujas en la cámara de aspiración del sistema de drenaje del tubo torácico y corrientes en la cámara hermética.;1872
105636;Observar si hay cambios de humor.;1056
482035;Observar si hay cambios de sensibilidad y orientación.;4820
655016;Observar si hay cambios en el nivel de vitalidad/malestar.;6550
685010;Observar si hay cambios en la actividad uterina.;6850
202012;Observar si hay cambios en la sensibilidad periférica, como entumecimientos y temblores.;2020
668021;Observar si hay cianosis central y periférica.;6680
254001;Observar si hay confusión, cambios de esquemas mentales, quejas por mareos y síncope.;2540
451210;Observar si hay consumo de alcohol encubierto durante la desintoxicación.;4512
451612;Observar si hay convulsiones, ataques y depresión o estimulación del SNC.;4516
187210;Observar si hay crepitación alrededor de la zona de inserción del tubo torácico.;1872
321007;Observar si hay crisis asmáticas.;3210
133007;Observar si hay dermatitis de contacto asociada con una posible alergia a aceites esenciales.;1330
670003;Observar si hay desaceleraciones cardíacas fetales variables o prolongadas durante la monitorización electrónica intraparto.;6700
318016;Observar si hay descenso del volumen exhalado y aumento de la presión inspiratoria en los pacientes que reciben ventilación mecánica.;3180
191107;Observar si hay desequilibrio electrolítico asociado con la acidosis metabólica (hiponatremia, hiper o hipocaliemia, hipocalcemia, hipofosfatemia e hipomagnesemia), según corresponda.;1911
378018;Observar si hay desequilibrio ácido-base.;3780
191207;Observar si hay desequilibrios de electrólitos asociados a la alcalosis metabólica (hipocaliemia, hipercalcemia e hipocloremia), si procede.;1912
200502;Observar si hay desequilibrios de electrólitos asociados a la hiperfosfatemia.;2005
378015;Observar si hay desequilibrios de electrólitos, especialmente hipopotasemia e hipofosfatemia.;3780
200105;Observar si hay desequilibrios de los electrólitos asociados a la hipercalcemia (hipo o hiperfosfatemia, acidosis hiperclorémica e hipocaliemia por diuresis), si es el caso.;2001
200603;Observar si hay desequilibrios de los electrólitos asociados a la hipocalcemia (hiperfosfatemia, hipomagnesemia y alcalosis).;2006
640315;Observar si hay deterioro progresivo del estado físico y/ o emocional de los individuos.;6403
191110;Observar si hay disminución de bicarbonato por exceso de ácidos no volátiles (insuficiencia renal, cetaacidosis diabética, hipoxia tisular, malnutrición), según corresponda.;1911
200804;Observar si hay disminución de ingesta por malnutrición o hiperalimentación prolongada sin suplementos, si resulta adecuado.;2008
200805;Observar si hay disminución de los niveles de magnesio derivada de la disminución de la absorción de magnesio (resección quirúrgica intestinal, insuficiencia pancreática y enfermedad inflamatoria intestinal, aumento de la ingesta de calcio en la dieta), si procede.;2008
668013;Observar si hay disminución o aumento de la presión del pulso.;6680
335019;Observar si hay disnea y sucesos que la mejoran o empeoran.;3350
404019;Observar si hay disnea, fatiga, taquipnea y ortopnea;4040
421014;Observar si hay disnea, fatiga, taquipnea y ortopnea.;4210
312004;Observar si hay disnea, ronquidos o ruido inspiratorio cuando la vía aérea oro/nasofaríngea está colocada.;3120
404007;Observar si hay disritmias cardíacas, incluyendo trastornos tanto de ritmo como de conducción;4040
187616;Observar si hay distensión de la vejiga.;1876
689005;Observar si hay distrés respiratorio, hipoglucemia y anomalías, en caso de que la madre padezca diabetes.;6890
327010;Observar si hay distrés respiratorio.;3270
342012;Observar si hay dolor de miembro fantasma (quemazón, calambres, palpitaciones, presión u hormigueo donde estaba la pierna).;3420
410402;Observar si hay dolor en la zona afectada.;4104
526007;Observar si hay dolor.;5260
164002;Observar si hay drenaje de los oídos, si es el caso.;1640
262030;Observar si hay drenajes en vendaje de craneotomía/laminectomía.;2620
166016;Observar si hay edema en piernas y pies.;1660
415013;Observar si hay edema periférico, distensión de la vena yugular y sonidos cardíacos S3 y S4.;4150
414008;Observar si hay edema pulmonar y espacio entre las sensaciones de sed.;4140
200721;Observar si hay efecto rebote de hipercaliemia.;2007
685005;Observar si hay efectos secundarios derivados de los procedimientos utilizados para la preparación del cuello.;6850
224001;Observar si hay efectos secundarios y efectos tóxicos derivados del tratamiento.;2240
230114;Observar si hay efectos terapéuticos, efectos adversos, toxicidad del fármaco e interacciones de fármacos en el paciente.;2301
359003;Observar si hay enrojecimiento, calor extremo o drenaje en la piel y las membranas mucosas.;3590
165001;Observar si hay enrojecimiento, exudación o ulceración.;1650
164009;Observar si hay episodios de mareos asociados con problemas de oídos, si procede.;1640
359008;Observar si hay erupciones y abrasiones en la piel.;3590
359009;Observar si hay excesiva sequedad o humedad en la piel.;3590
191208;Observar si hay exceso de bicarbonato asociado (hiperaldosteronismo, exceso de glucocorticoides y abuso de regaliz) si procede.;1912
230210;Observar si hay falta de aire o sonidos respiratorios desiguales/anormales.;2302
335008;Observar si hay fatiga muscular diafragmática (movimiento paradójico).;3350
339011;Observar si hay fatiga muscular respiratoria.;3390
406422;Observar si hay fiebre y leucocitosis.;4064
522017;Observar si hay frases que identifiquen las percepciones de imagen corporal que tienen que ver con la forma y el peso corporal.;5220
350018;Observar si hay fuentes de cizallamiento.;3500
416008;Observar si hay hemorragia de las membranas mucosas, hematoma después de un trauma mínimo, exudado del sitio del pinchazo y presencia de petequias.;4160
091011;Observar si hay hemorragia en el sitio de la lesión.;0910
406406;Observar si hay hemólisis, según lo indique la sangre en orina, las muestras de sangre hemolizadas, el aumento de la hemoglobina en suero diaria, las hemorragias abiertas y la hipercaliemia.;4064
451410;Observar si hay hipertensión y taquicardia.;4514
191406;Observar si hay hiperventilación que ocasione alcalosis respiratoria (hipoxemia, lesión del SNC, estados hipermetabólicos, distensión gastrointestinal, dolor y estrés).;1914
378016;Observar si hay hipoglucemia.;3780
378017;Observar si hay hipotensión, disritmias cardíacas y signos de distrés respiratorio.;3780
049005;Observar si hay incontinencia intestinal.;0490
417028;Observar si hay indicios de deshidratación (mala turgencia de la piel, retraso del llenado capilar, pulso débil/a saltos, sed intensa, mucosas secas, disminución de la producción de orina e hipotensión).;4170
418019;Observar si hay indicios de deshidratación (poca turgencia de la piel, retraso del llenado capilar, pulso débil/ suave, sed severa, sequedad de membranas y mucosas, disminución de la diuresis e hipotensión).;4180
704016;Observar si hay indicios de estrés.;7040
200112;Observar si hay indicios de formación de cálculos renales (dolor intermitente, náuseas, vómitos y hematuria) derivados de la acumulación de calcio, si procede.;2001
660016;Observar si hay indicios de infección de las membranas mucosas bucales.;6600
660027;Observar si hay indicios de infección del tracto urinario.;6600
146015;Observar si hay indicios de no relajación, como movimientos, respiración intranquila, hablar y toser.;1460
412009;Observar si hay indicios de sobrecarga/retención de líquidos (crepitaciones, PVC o presión de cuña capilar pulmonar elevada, edema, distensión de venas de cuello y ascitis), si procede.;4120
200907;Observar si hay indicios de sobrecarga/retención de líquidos (crepitación, presión venosa central elevada o presión capilar pulmonar enclavada, edema, distensión de venas del cuello y ascitis), si procede.;2009
359006;Observar si hay infecciones, especialmente en las zonas edematosas.;3590
259017;Observar si hay infección en el sitio de inserción o vertido de líquido.;2590
187807;Observar si hay infección en el sitio de inserción.;1878
665025;Observar si hay infección, si procede.;6650
120005;Observar si hay infiltración e infección.;1200
166015;Observar si hay insuficiencia arterial en la parte inferior de las piernas.;1660
330002;Observar si hay insuficiencia respiratoria inminente.;3300
292024;Observar si hay lesiones en la piel del paciente después de la electrocirugía.;2920
146006;Observar si hay lesiones ortopédicas de cuello o espalda a las que la hiperextensión de la columna superior añadiría molestias y complicaciones.;1460
191225;Observar si hay manifestaciones GI de alcalosis metabólica (náuseas, vómitos y diarrea).;1912
200305;Observar si hay manifestaciones cardiopulmonares de hipermagnesemia (hipotensión, sofocos, bradicardia, depresión respiratoria, apnea y anomalías cardiográficas, QRS ancho, QT prolongado y ondas T picudas).;2003
200117;Observar si hay manifestaciones cardiovasculares de hipercalcemia (p. ej., disritmias, intervalo PR prolongado, acortamiento del intervalo QT y segmentos ST, onda T en forma de cono, bradicardia sinusal, bloqueos cardíacos, hipertensión y paro cardíaco).;2001
191224;Observar si hay manifestaciones cardíacas de alcalosis metabólica (arritmias, disminución de la contractilidad y disminución del gasto cardíaco).;1912
200226;Observar si hay manifestaciones cardíacas de hipercaliemia (disminución del gasto cardíaco, bloqueos cardíacos, ondas T en pico, fibrilación y asístole).;2002
200129;Observar si hay manifestaciones clínicas de hipercalcemia (p. ej., orina excesiva, sed excesiva, debilidad muscular, mala coordinación, anorexia, náuseas intratables [signo tardío], calambres abdominales, estreñimiento [signo tardío], confusión).;2001
200002;Observar si hay manifestaciones de desequilibrio de electrólitos.;2000
208023;Observar si hay manifestaciones de desequilibrio de líquidos.;2080
202008;Observar si hay manifestaciones de desequilibrios de electrólitos (alteración sensorial y debilidad).;2020
201014;Observar si hay manifestaciones esqueléticas de hipofosfamemia  (dolor óseo, fracturas y rigidez de articulaciones).;2010
200116;Observar si hay manifestaciones gastrointestinales de hipercalcemia (anorexia, náuseas, vómitos, síntomas de úlcera péptica, dolor abdominal, estreñimiento, distensión abdominal e íleo paralítico).;2001
191221;Observar si hay manifestaciones neurológicas y/o neuromusculares de alcalosis metabólicas y/o neuromusculares de alcalosis metabólica (ataques, confusión, estupor, coma, tetania y reflejos hiperactivos).;1912
200115;Observar si hay manifestaciones neuromusculares de hipercalcemia (debilidad, indisposición, parestesias, mialgia, cefalea, hipotonía, disminución de los reflejos tendinosos y mala coordinación).;2001
145004;Observar si hay manifestaciones no verbales de incomodidad, especialmente en neonatos, niños y todos aquellos pacientes incapaces de comunicarse de manera eficaz, como los individuos con enfermedad de Alzheimer.;1450
191223;Observar si hay manifestaciones pulmonares de alcalosis metabólica (broncospasmo e hipoventilación).;1912
262013;Observar si hay movimiento pronador.;2620
342015;Observar si hay muestras de inquietud psicológica respecto al cambio de imagen corporal, tales como depresión o ansiedad.;3420
124004;Observar si hay náuseas y vómitos.;1240
116019;Observar si hay palidez, enrojecimiento y sequedad del tejido conjuntivo.;1160
262025;Observar si hay parestesia: entumecimiento y hormigueos.;2620
266002;Observar si hay parestesia: entumecimiento, hormigueos, hiperestesia e hipoestesia.;2660
200722;Observar si hay poliuria.;2007
230418;Observar si hay posibles aspiraciones del paciente, si procede.;2304
318015;Observar si hay presencia de crepitaciones y roncus en las vías aéreas.;3180
105607;Observar si hay presencia de sonidos intestinales cada 4 a 8 horas , si procede.;1056
105629;Observar si hay presencia de sonidos intestinales cada 4-8 horas según proceda.;1056
762012;Observar si hay pruebas de mala administración o desvío de sustancias controladas.;7620
668012;Observar si hay pulso alternante.;6680
668011;Observar si hay pulso paradójico.;6680
191005;Observar si hay pérdida de ácido (vómitos, emisión nasogástrica, diarrea y diuresis), si es el caso.;1910
191210;Observar si hay pérdida gastrointestinal de ácido (vómitos, aspiración NG y diarrea con alto contenido de cloruro), según el caso.;1912
191209;Observar si hay pérdida renal de ácido (terapia diurética), si está indicado.;1912
202006;Observar si hay pérdidas de líquidos y pérdida asociada de electrólitos, si procede.;2020
403014;Observar si hay reacciones a la transfusión.;4030
132017;Observar si hay relajación y manifestaciones de disminuciones de incomodidad o náusea.;1320
668022;Observar si hay relleno capilar normal.;6680
238013;Observar si hay respuesta a los cambios en el régimen de medicación, si procede.;2380
262029;Observar si hay respuesta de Cushing.;2620
641016;Observar si hay respuestas alérgicas durante las inmunizaciones.;6410
276001;Observar si hay respuestas anormales a los tres tipos principales de estímulos, visuales y auditivos.;2760
451611;Observar si hay retención urinaria y/o insuficiencia renal.;4516
063021;Observar si hay secreción u hedor vaginal.;0630
187410;Observar si hay sensaciones de plenitud, náuseas y vómitos.;1874
047005;Observar si hay sensación de hinchazón, distensión abdominal, dolores por retortijones y salida excesiva de gases por la boca o el ano.;0470
105619;Observar si hay sensación de plenitud, náuseas y vómitos.;1056
173014;Observar si hay sequedad de la mucosa bucal derivada de los cambios de postura del paciente.;1730
670018;Observar si hay señales de reacción adversas (sobredistensión uterina, prolapso del cordón umbilical y embolia de líquido amniótico).;6700
641210;Observar si hay señales de shock (p. ej., dificultad respiratoria, arritmias cardíacas, convulsiones e hipotensión).;6412
670001;Observar si hay señales de volumen inadecuado de líquido amniótico (polihidramnios, retraso de crecimiento intrauterino asimétrico, embarazo postérmico del tracto urinario fetal conocidas y rotura prolongada de membranas).;6700
418032;Observar si hay signos clínicos y síntomas de sobrehidratación/exceso de líquidos.;4180
202007;Observar si hay signos de Chvostek y/o Trousseau.;2020
695009;Observar si hay signos de aborto espontáneo (cese de los retortijones, aumento de la presión pélvica y pérdida de líquido amniótico).;6950
187211;Observar si hay signos de acumulación de líquido intrapleural.;1872
384032;Observar si hay signos de complicaciones tardías ( coagulopatía de consumo, insuficiencia renal, hipotermia, edema pulmonar, hipercaliemia, secuelas neurológicas, necrosis muscular y recurrencia de los síntomas después del tratamiento del episodio inicial).;3840
640011;Observar si hay signos de dejadez en familias de alto riesgo.;6400
692416;Observar si hay signos de deshidratación (depresión de fontanelas, mala turgencia de la piel, pérdida de peso).;6924
410404;Observar si hay signos de disminución de la circulación venosa, incluyendo aumento de la circunferencia de las extremidades, inflamación y sensibilidad dolorosas, empeoramiento del dolor en la posición de declive, vena dura a la palpitación, calambres graves, enrojecimiento y calor, entumecimiento y hormigueos y fiebre.;4104
215018;Observar si hay signos de distrés respiratorio.;2150
665608;Observar si hay signos de dolores de parto prematuros (>4 contracciones por hora, dolor de espalda, retortijones y presión pélvica desde las 20 a las 37 semanas de gestación), si procede.;6656
105633;Observar si hay signos de edema o deshidratación.;1056
331013;Observar si hay signos de fatiga muscular respiratoria (elevación brusca del nivel de PaCO2, ventilación rápida y superficial y movimiento paradójico de la pared abdominal), hipoxemia e hipoxia tisular mientras se procede al destete.;3310
422021;Observar si hay signos de flebitis (p. ej., dolor, enrojecimiento, piel caliente, edema).;4220
697202;Observar si hay signos de frecuencia cardíaca fetal anormales (que despierten dudas), como bradicardia, taquicardia, falta de reactividad, desaceleraciones variables, desaceleraciones tardías, desaceleraciones prolongadas, aumento de variabilidad a largo y/o corto plazo y forma sinusoidal.;6972
255023;Observar si hay signos de hemorragia (búsqueda de sangre en heces y drenaje nasogástrico).;2550
689008;Observar si hay signos de hiperbilirrubinemia.;6890
665609;Observar si hay signos de hipertensión inducida por el embarazo (hipertensión, dolor de cabeza, visión borrosa, náuseas, vómitos, alteraciones visuales, hiperreflexia, edema y proteinuria).;6656
384012;Observar si hay signos de hipertermia maligna ( hipercarbia, elevación de temperatura, taquicardia, taquipnea, arrritmias , cianosis, piel moteada, rigidez, sudación profusa y presión sanguínea inestable).;3840
332014;Observar si hay signos de hipoventilación inducida por el oxígeno.;3320
692402;Observar si hay signos de ictericia.;6924
215017;Observar si hay signos de infección (peritonitis e inflamación/drenaje del sitio de salida).;2150
665611;Observar si hay signos de infección del tracto urinario, si procede.;6656
187213;Observar si hay signos de infección.;1872
693003;Observar si hay signos de infección.;6930
244009;Observar si hay signos de oclusión del catéter.;2440
327011;Observar si hay signos de oclusión.;3270
426002;Observar si hay signos de oxigenación tisular inadecuada (p. ej., aprensión, aumento de ansiedad, cambios del estado mental, agitación, oliguria y extremidades frías, moteadas).;4260
695014;Observar si hay signos de shock.;6950
332015;Observar si hay signos de toxicidad por el oxigeno y atelectasia por absorción.;3320
187517;Observar si hay signos que requieran la retirada del catéter (falta de pulso en la pierna, dedos de los pies oscurecidos, hipertensión, enrojecimiento alrededor del ombligo y coágulos visibles en el catéter).;1875
685014;Observar si hay signos suficientes uteroplacentaria (desaceleraciones finales) durante el proceso de inducción.;6850
582025;Observar si hay signos verbales y no verbales de ansiedad.;5820
646230;Observar si hay signos verbales y no verbales de aviso de aumento de la agitación.;6462
244014;Observar si hay signos y síntomas asociados con infección local o sistémica (enrojecimiento, tumefacción, sensibilidad, fiebre, malestar).;2440
640305;"Observar si hay signos y síntomas de abuso emocional (p.ej., baja autoestima, depresión, humillación y sentimientos de derrota; comportamiento muy precavido respecto al cónyuge; agresión contra sí mismo o actitudes suicidas).";6403
640303;"Observar si hay signos y síntomas de abuso físico (p.ej., numerosas lesiones en distintas etapas de curación; laceraciones , hematomas o contusiones en cara [especialmente periorbitarios], boca, torso, espalda , nalgas o extremidades superiores sin explicación; fracturas inexplicables de cráneo, nariz, costillas o cadera; partes sin cabellos en la cabeza o un cuero cabelludo dolorido; magulladuras o excoriaciones en las muñecas o en los tobillos u otras marcas de ataduras; contusiones ""defensiva";6403
640304;"Observar si hay signos y síntomas de abuso sexual (p.ej., presencia de semen o de sangre seca; lesiones en los genitales externos, la vagina el ano o las zonas peneanas; solicitar que se comprueben los latidos del corazón del feto; enfermedades de transmisión sexual, o comportamiento dramático o cambiso de salud de tiología indeterminada).";6403
426012;Observar si hay signos y síntomas de ascitis y dolor abdominal o lumbar.;4260
413016;Observar si hay signos y síntomas de ascitis.;4130
665023;Observar si hay signos y síntomas de desequilibrio de líquidos y electrólitos.;6650
043006;Observar si hay signos y síntomas de diarrea, estreñimiento e impactación.;0430
042017;Observar si hay signos y síntomas de diarrea, estreñimiento o impactación.;0420
046011;Observar si hay signos y síntomas de diarrea.;0460
256002;Observar si hay signos y síntomas de disreflexia autónoma (p. ej., hipertensión paroxísmica, bradicardia, taquicardia, diaforesis por encima del nivel de la lesión, calor facial, palidez por debajo del nivel de la lesión, dolor de cabeza, congestión nasal, congestión de los vasos temporales y del cuello, congestión de la conjuntiva, escalofríos sin fiebre, erección pilomotora y dolor torácico).;2560
192011;Observar si hay signos y síntomas de déficit de HCO3 y acidosis metabólica: respiraciones de Kussmaul,debilidad , jaqueca, anorexia, coma, pH en orina < 6 nivel de HCO3 en plasma < 22mEq /l, nivel de pH en palma < 7,35 BE<= 2 mEq/l, hipercaliemia asociada, y posible déficit de CO2.;1920
192019;Observar si hay signos y síntomas de déficit de ácido carbónico y alcalosis respiratoria: suspiros y bostezos frecuentes, tetania, parestesia, contracciones musculares, palpitaciones, entumecimiento y hormigueo, mareo,visión borrosa, diafóresis, boca seca, convulsiones, nivel de pH > 7,45, PaCO2 < 35 mmHg, hipercloremia asociada y posible déficit de HCO3.;1920
192015;Observar si hay signos y síntomas de exceso de HCO3 y alcalosis metabólica: entumecimiento y hormigueo en las extremidades hipertonicidad, muscular, respiraciones breves  con pausa, bradicardia, tetania , pH en orina > 7, nivel de HCO3 en plasma > 26 mEq/l, pH en plamas > 7,45, BE > 2 mEq/l, hipocaliemia asociada y posible retención de CO2.;1920
192025;Observar si hay signos y síntomas de exceso de ácido carbónico y acidosis respiratoria: temblores de las manos con extensión de los brazos, confusión, somnolencia con progresión al coma, jaqueca, respuesta, respuesta verbal lenta, náuseas, vómitos,  taquicardia, extremidades calientes y sudorosas, nivel de pH <7,35, nivel de PaCO2 > 45 mmHg, hipocloremia asociada y posible exceso de HCO3.;1920
640306;"Observar si hay signos y síntomas de explotación (p.ej., provisión inadecuada de las necesidades básicas cuando se dispone de recursos adecuados; privación de posesiones personales; pérdida inexplicada de los cheques de apoyo social; evidencia de que los activos personales son cogidos sin consentimiento o aprobación o por medio de utilización de una influencia indebida, o falta de conocimiento de las finanzas personales o asunos legales).";6403
230320;Observar si hay signos y síntomas de extravasación de líquidos y medicamentos , infección o embolia grasa.;2303
171008;Observar si hay signos y síntomas de glositis y estomatitis.;1710
173017;Observar si hay signos y síntomas de glositis y estomatitis.;1730
416009;Observar si hay signos y síntomas de hemorragia persistente (comprobar si hay sangre franca u oculta en todas las secreciones).;4160
401003;Observar si hay signos y síntomas de hemorragia persistente (comprobar todas las secreciones para ver si hay presencia de sangre franca u oculta).;4010
402202;Observar si hay signos y síntomas de hemorragia persistente (comprobar todas las secreciones para ver si hay sangre franca u oculta).;4022
202022;Observar si hay signos y síntomas de hipercalcemia: dolor óseo profundo, sed excesiva, anorexia, letargia, debilidad muscular, segmento QT acortado, onda T ancha, complejo QRS ancho e intervalo P-R prolongado.;2020
202018;Observar si hay signos y síntomas de hipercaliemia: irritabilidad, ansiedad, náuseas, vómitos, retortijones abdominales, debilidad, parálisis flácida, entumecimiento y hormigueos, taquicardia que evoluciona a bradicardia, taquicardia o fibrilación ventricular, ondas T con picos altos, onda P aplanada, complejo QRS ancho difuminado y bloqueo cardíaco que evoluciona a asistolia.;2020
202026;Observar si hay signos y síntomas de hiperfosfatemia: taquicardia, náuseas, diarrea, retortijones abdominales, debilidad muscular, parálisis flácida y aumento de los reflejos.;2020
212002;Observar si hay signos y síntomas de hiperglucemia: poliuria, polidipsia, polifagia, debilidad, malestar, letargia, visión borrosa o jaquecas.;2120
202024;Observar si hay signos y síntomas de hipermagnesemia: debilidad muscular, incapacidad para la deglución, hiporreflexia, hipotensión, bradicardia, depresión del SNC, depresión respiratoria, letargia, coma y depresión.;2020
202020;"Observar si hay signos y síntomas de hipernatremia: sed extrema; fiebre; sequedad, membranas mucosas pegajosas, taquicardia, hipotensión,letargia, confusión, estado mental alterado y ataques convulsivos.";2020
202021;Observar si hay signos y síntomas de hipocalcemia: irritabilidad, tetania muscular, signo de Chvostek (espasmo muscular facial), signo de Trousseau (espasmo carpal), entumecimiento y hormigueo periférico, calambres musculares, disminución del gasto cardíaco, segmento ST e intervalo QT prolongados, hemorragias y fracturas.;2020
202017;Observar si hay signos y síntomas de hipocaliemia: debilidad muscular, irregularidades cardíacas (CVP), intervalo QT prolongado, onda T aplanada o deprimida, segmento ST deprimido, presencia de onda U, fatiga, parestesia, disminución de los reflejos, anorexia, descenso de la motilidad gastrointestinal, mareos, confusión, aumento de la sensibilidad digitálica y respiraciones deprimidas.;2020
202027;Observar si hay signos y síntomas de hipocloremia: hiperirritabilidad, tetania, excitabilidad muscular, respiraciones lentas e hipotensión.;2020
202025;Observar si hay signos y síntomas de hipofosfatemia: tendencia a hemorragias, debilidad muscular, parestesia, anemia hemolítica, función de leucocitos deprimida, náuseas, vómitos, anorexia y desmineralización ósea.;2020
202023;Observar si hay signos y síntomas de hipomagnesemia: depresión muscular respiratoria, apatía mental, signo de Chvostek (espasmo muscular facial), signo de Trousseau (espasmo carpal), confusión, tics faciales, espasticidad y disritmias cardíacas.;2020
202019;Observar si hay signos y síntomas de hiponatremia: desorientación, contracciones musculares, náuseas y vómitos, retortijones abdominales, jaquecas, cambios de personalidad, ataques convulsivos, letargia, fatiga, abandono y coma.;2020
230216;Observar si hay signos y síntomas de infección en el sitio de la inserción del catéter interpleural.;2302
352015;Observar si hay signos y síntomas de infección en la herida.;3520
344007;Observar si hay signos y síntomas de infección en la incisión.;3440
660028;Observar si hay signos y síntomas de infección sistémica, anemia y hemorragia.;6600
187201;Observar si hay signos y síntomas de neumotórax.;1872
208017;Observar si hay signos y síntomas de retención de líquidos.;2080
059002;Observar si hay signos y síntomas de retención urinaria.;0590
045006;Observar si hay signos y síntomas de rotura intestinal y/o peritonitis.;0450
238006;Observar si hay signos y síntomas de toxicidad de la medicación.;2380
657010;Observar si hay signos y síntomas de una reacción sistémica en el paciente.;6570
186019;Observar si hay signos y/o síntomas de aspiración.;1860
200108;Observar si hay sobrecarga de líquidos derivada de la terapia de hidratación (peso diario, eliminación de orina, distensión de la vena yugular, sonidos pulmonares y presión auricular derecha), si procede.;2001
420012;Observar si hay sobrecarga de líquidos y reacciones físicas.;4200
403015;Observar si hay sobrecarga de líquidos.;4030
414009;Observar si hay sobrecarga de líquidos.;4140
043003;Observar si hay sonidos intestinales.;0430
693026;Observar si hay síntomas de depresión posparto.;6930
191008;Observar si hay síntomas de insuficiencia respiratoria (niveles de PaO2 bajos y PaCO2 altos y fatiga muscular respiratoria).;1910
191305;Observar si hay síntomas de insuficiencia respiratoria (niveles de PaO2 bajos y de PaCO2 elevados y fatiga muscular respiratoria).;1913
200720;Observar si hay síntomas de insuficiencia respiratoria (niveles de PaO2 bajos y de PaCO2 elevados y fatiga muscular respiratoria).;2007
410606;Observar si hay síntomas de insuficiencia respiratoria (niveles de PaO2 bajos, PaCO2 elevados y fatiga muscular respiratoria).;4106
425013;Observar si hay síntomas de insuficiencia respiratoria (niveles de PaO2 bajos, y PaCO2 elevados y fatiga muscular respiratoria);4250
200209;Observar si hay síntomas de oxigenación tisular inadecuada (p. ej., palidez, cianosis y llenado capilar lento).;2002
410605;Observar si hay síntomas de oxigenación tisular inadecuada (palidez, cianosis y llenado capilar lento).;4106
425410;Observar si hay síntomas de perfusión arterial coronaria inadecuada (cambios del segmento ST en el ECG, enzimas cardíacas elevadas o ángor), si procede.;4254
262015;Observar si hay temblores.;2620
665029;Observar si hay tendencias hemorrágicas en los pacientes de alto riesgo.;6650
