Código-Indicador;Titulo-Indicador;Código-Escala;Código-Resultado
200518;Participación en actividades extraescolares.;4;2005
200519;Participación en actividades físicas.;4;2005
200520;Crecimiento.;4;2005
200521;Desarrollo.;4;2005
200522;Peso óptimo.;4;2005
200523;Hábitos dietéticos saludables.;4;2005
200524;Aplazamiento de la actividad sexual.;4;2005
200527;Consumo de alcohol.;3;2005
200528;Consumo de drogas.;3;2005
200529;Consumo de tabaco.;3;2005
200530;Existencia de accidentes.;3;2005
200531;Conducta destructiva.;3;2005
200532;Existencia de enfermedades de transmisión sexual.;3;2005
200533;Uso de drogas que aumentan el rendimiento.;3;2005
200534;Trastorno de alimentación.;3;2005
200535;Riesgo de embarazo.;3;2005
200601;Ejercicio físico.;4;2006
200602;Nivel de movilidad.;4;2006
200603;Nivel de energía.;4;2006
200604;Nivel de confort.;4;2006
200605;Ejecución de actividades de la vida diaria (AVD).;4;2006
200606;Ejecución de actividades instrumentales de la vida diaria (AIVD).;4;2006
200607;Resistencia a la infección.;4;2006
200608;Curación de tejidos.;4;2006
200609;Pauta de sueño-descanso.;4;2006
200610;Función gastrointestinal.;4;2006
200611;Función cardíaca.;4;2006
200612;Perfusión tisular periférica.;4;2006
200613;Función neurológica.;4;2006
200614;Función pulmonar.;4;2006
200615;Función renal.;4;2006
200616;Peso.;4;2006
200617;Estado nutricional.;4;2006
200618;Función cognitiva.;4;2006
200619;Salud mental.;4;2006
200620;Equilibrio del estado de ánimo.;4;2006
200621;Vida espiritual.;4;2006
200622;Capacidad para el afrontamiento.;4;2006
200623;Adaptación a condiciones crónicas.;4;2006
200624;Capacidad para expresar emociones.;4;2006
200625;Relaciones sociales.;4;2006
200626;Función sensorial.;4;2006
200627;Función sexual.;4;2006
200628;Función endocrina.;4;2006
200629;Control de síntomas.;4;2006
200630;Control del dolor.;4;2006
200631;Capacidad para comunicarse.;4;2006
200701;Calma.;4;2007
200703;Permeabilidad de las vías aéreas.;4;2007
200704;Temperatura corporal.;4;2007
200705;Posición cómoda.;4;2007
200708;Higiene personal.;4;2007
200709;Higiene bucal.;4;2007
200710;Ingesta de alimentos y líquidos, según se desee.;4;2007
200711;Gemidos.;3;2007
200712;Sufrimientos.;3;2007
200713;Agitación.;3;2007
200714;Dolor.;3;2007
200715;Picazón.;3;2007
200716;Esfuerzos para vomitar o vómitos.;3;2007
200717;Diarrea.;3;2007
200718;Respiración difcultosa.;3;2007
200719;Ansias de aire.;3;2007
200720;Entorno físico.;4;2007
200721;Temperatura ambiental.;4;2007
200722;Bienestar psicológico.;4;2007
200723;Relajación muscular.;4;2007
200724;Apoyo de la familia.;4;2007
200725;Apoyo de los amigos.;4;2007
200726;Vida espiritual.;4;2007
200727;Expresión de preparación para una muerte inminente.;4;2007
200728;Hiperactividad.;3;2007
200729;Hacer muecas.;3;2007
200730;Dolorimiento de rebote.;3;2007
200731;Sacudidas.;3;2007
200732;Inquietud.;3;2007
200801;Bienestar físico.;4;2008
200802;Control de síntomas.;4;2008
200803;Bienestar psicológico.;4;2008
200804;Entorno físico.;4;2008
200805;Temperatura ambiental.;4;2008
200806;Apoyo social de la familia.;4;2008
200807;Apoyo social de los amigos.;4;2008
200808;Relaciones sociales.;4;2008
200809;Vida espiritual.;4;2008
200810;Cuidados compatibles con las creencias culturales.;4;2008
200811;Cuidados compatibles con las necesidades.;4;2008
200812;Capacidad de comunicar las necesidades.;4;2008
200901;Suministros y equipo necesarios al alcance.;4;2009
200902;Temperatura ambiental.;4;2009
200903;Entorno favorable para el sueño.;4;2009
200904;Satisfacción con el entorno físico.;4;2009
200905;Organización del entorno.;4;2009
200906;Limpieza del entorno.;4;2009
200907;Suelo ordenado.;4;2009
200908;Dispositivos de seguridad utilizados adecuadamente.;4;2009
200909;Iluminación de la sala.;4;2009
200910;Privacidad.;4;2009
200911;Disponiblidad de espacio para visitantes.;4;2009
200912;Cama cómoda.;4;2009
200913;Mobiliario cómodo.;4;2009
200914;Adaptaciones ambientales necesarias.;4;2009
200915;Entorno tranquilo.;4;2009
200916;Control del ruido.;4;2009
200917;Control de los olores.;4;2009
201001;Control de síntomas.;4;2010
201002;Bienestar físico.;4;2010
201003;Relajación muscular.;4;2010
201004;Posición cómoda.;4;2010
201005;Ropa cómoda.;4;2010
201006;Acicalamiento e higiene personal.;4;2010
201007;Ingesta de alimentos.;4;2010
201008;Ingesta de líquidos.;4;2010
201009;Nivel de energía.;4;2010
201010;Temperatura corporal.;4;2010
201011;Vías aéreas permeables.;4;2010
201012;Saturación de oxígeno.;4;2010
201013;Picor.;3;2010
201014;Respiración dificultosa.;3;2010
201015;Disnea.;3;2010
201016;Síndrome de piernas inquietas.;3;2010
201017;Mialgias.;3;2010
201018;Cefalea.;3;2010
201019;Náuseas.;3;2010
201020;Vómitos.;3;2010
201021;Incontinencia urinaria.;3;2010
201022;Incontinencia intestinal.;3;2010
201023;Diarrea.;3;2010
201024;Estreñimiento.;3;2010
201101;Bienestar psicológico.;4;2011
201102;Fe.;4;2011
201103;Esperanza.;4;2011
201104;Autoconcepto.;4;2011
201105;Imagen interna del yo.;4;2011
201106;Afecto tranquilo y calmado.;4;2011
201107;Expresiones de optimismo.;4;2011
201108;Establecer objetivos.;4;2011
201109;Significado y objetivo de la vida.;4;2011
201110;Satisfacción espiritual.;4;2011
201111;Conexión con el propio interior.;4;2011
201112;Depresión.;3;2011
201113;Ansiedad.;3;2011
201114;Estrés.;3;2011
201115;Miedo.;3;2011
201116;Pérdida de la fe.;3;2011
201117;Sensación de abandono espiritual.;3;2011
201118;Ideas suicidas.;3;2011
201201;Apoyo social de la familia.;4;2012
201202;Apoyo social de los amigos.;4;2012
201203;Relaciones con la familia.;4;2012
201204;Relaciones con los amigos.;4;2012
201205;Confianza en las relaciones con la familia.;4;2012
201206;Confianza en las relaciones con los amigos.;4;2012
201207;Interacciones sociales con otros.;4;2012
201208;Cuidados compatibles con creencias culturales.;4;2012
201209;Disponiblidad de alimentos específicos según la cultura.;4;2012
201210;Incorporación de creencias culturales en las actividades diarias.;4;2012
201211;Uso del lenguaje hablado.;4;2012
201212;Capacidad de comunicar necesidades.;4;2012
201213;Uso de estrategias para favorecer la comunicación.;4;2012
201214;Deseo de pedir ayuda a otros.;4;2012
201215;Uso de la divulgación.;4;2012
210101;Relaciones interpersonales alteradas.;3;2101
210102;Ejecución del rol alterada.;3;2101
210103;Actuación.;4;2101
210104;Actividades de ocio.;4;2101
210106;Disfrute de la vida.;4;2101
210107;Sensación de control.;4;2101
210108;Concentración alterada.;3;2101
210109;Sentimiento de esperanza.;4;2101
210110;Estado de ánimo alterado.;3;2101
210111;Falta de paciencia.;3;2101
210112;Trastorno del sueño.;3;2101
210113;Movilidad física alterada.;3;2101
210114;Higiene personal alterada.;3;2101
210115;Falta de apetito.;3;2101
210117;Evaluación alterada.;3;2101
210119;Interrupción de la rutina.;3;2101
210120;Alteración de la eliminación intestinal.;3;2101
210122;Dificultad para mantener el puesto de trabajo.;3;2101
210123;Absentismo laboral.;3;2101
210124;Absentismo escolar.;3;2101
210125;Productividad laboral.;4;2101
210126;Productividad escolar.;4;2101
210201;Dolor referido.;3;2102
210204;Duración de los episodios de dolor.;3;2102
210206;Expresiones faciales de dolor.;3;2102
210208;Inquietud.;3;2102
210209;Tensión muscular.;3;2102
210210;Frecuencia respiratoria.;1;2102
210211;Frencuencia cardíaca apical.;1;2102
210212;Presión arterial.;1;2102
210214;Sudoración.;1;2102
210215;Pérdida de apetito.;3;2102
210217;Gemidos y gritos.;3;2102
210218;Ritmo.;3;2102
210219;Foco limitado.;3;2102
210220;Frecuencia del pulso radial;1;2102
210221;Frotarse el área afectada.;3;2102
210222;Agitación.;3;2102
210223;Irritabilidad.;3;2102
210224;Muecas de dolor.;3;2102
210225;Lágrimas.;3;2102
210226;Diaforesis.;3;2102
210227;Náuseas.;3;2102
210228;Intolerancia a los alimentos.;3;2102
210301;Intensidad del síntoma.;3;2103
210302;Frecuencia del síntoma.;3;2103
210303;Persistencia del síntoma..;3;2103
210304;Malestar asociado.;3;2103
210305;Inquietud asociada.;3;2103
210306;Temor asociado.;3;2103
210307;Ansiedad asociada.;3;2103
210308;Movilidad física alterada.;3;2103
210309;Realización del rol alterada.;3;2103
210310;Relaciones interpersonales alteradas.;3;2103
210311;Estado de ánimo alterado.;3;2103
210312;Disfrute de la vida comprometido.;3;2103
210313;Sueño alterado.;3;2103
210314;Falta de apetito.;3;2103
210316;Falta de sueño.;3;2103
210401;Irregularidad menstrual.;3;2104
210402;Calambres abdominales.;3;2104
210403;Sofocos.;3;2104
210404;Pesadillas nocturnas.;3;2104
210405;Sequedad vaginal.;3;2104
210406;Fluctuaciones del estado de ánimo.;3;2104
210407;Flujo menstrual.;3;2104
210408;Insomnio.;3;2104
210409;Fatiga.;3;2104
210410;Dolor musculoesquelético.;3;2104
210411;Aumento de peso.;3;2104
210412;Libido disminuida.;3;2104
210413;Palpitaciones.;3;2104
210414;Vértigo.;3;2104
210415;Cambios de memoria.;3;2104
210501;Hinchazón abdominal.;3;2105
210502;Calambres abdominales.;3;2105
210503;Patrones intestinales anómalos.;3;2105
210504;Diuresis disminuida.;3;2105
210505;Acné.;3;2105
210506;Ansiedad.;3;2105
210507;Lumbalgia.;3;2105
210508;Congestión mamaria.;3;2105
210509;Disminución de la energía.;3;2105
210510;Depresión.;3;2105
210511;Retención de líquidos.;3;2105
210512;Antojos de comida.;3;2105
210513;Cefalea.;3;2105
210514;Insomnio.;3;2105
210515;Irritabilidad.;3;2105
210516;Cambios de humor.;3;2105
210517;Náuseas.;3;2105
210518;Vértigo.;3;2105
210519;Vómitos.;3;2105
210601;Disminución de la ingesta de líquidos.;3;2106
210602;Disminución de la ingesta de alimentos.;3;2106
210603;Disminución del gasto urinario.;3;2106
210604;Alteración del equilibrio de líquidos.;3;2106
210605;Alteración de electrólitos serológicos.;3;2106
210606;Alteración del equilibrio ácido-base.;3;2106
210607;Alteración del estado nutricional.;3;2106
210608;Pérdida de peso.;3;2106
210609;Malestar.;3;2106
210610;Letargo.;3;2106
210611;Intolerancia al movimiento.;3;2106
210612;Alteración de la actividad física.;3;2106
210613;Sueño interrumpido.;3;2106
210614;Abandono de las relaciones interpersonales.;3;2106
210615;Alteración de la ejecución de roles.;3;2106
210616;Alteración de la ejecución laboral.;3;2106
210617;Interferencia con las actividades de ocio, recreativas o sociales.;3;2106
210618;Interferencia con actividades de la vida diaria (AVD).;3;2106
210619;Ansiedad.;3;2106
210620;Depresión.;3;2106
210621;Estrés emocional.;3;2106
210622;Desamparo.;3;2106
210623;Efectos secundarios de las medicaciones antieméticas.;3;2106
210624;Retraso en el tratamiento a causa de la gravedad de los síntomas.;3;2106
210701;Frecuencia de las náuseas.;3;2107
210702;Intensidad de las náuseas.;3;2107
210703;Distrés de las náuseas.;3;2107
210704;Frecuencia de los esfuerzos para vomitar.;3;2107
210705;Intensidad de los esfuerzos para vomitar.;3;2107
210706;Distrés de los esfuerzos para vomitar.;3;2107
210707;Frecuencia de los vómitos.;3;2107
210708;Intensidad de los vómitos.;3;2107
210709;Distrés de los vómitos.;3;2107
210710;Secreción excesiva de saliva.;3;2107
210711;Alteración en el sentido del gusto.;3;2107
210712;Intolerancia de olores.;3;2107
210713;Pérdida de peso.;3;2107
210714;Pirosis.;3;2107
210715;Dolor gástrico.;3;2107
210716;"Vómitos ""en escopetazo"".";3;2107
210717;Hematemesis.;3;2107
210718;"Vómitos ""en posos de café"".";3;2107
210719;Vómitos fecaloideos.;3;2107
210801;Conducta de búsqueda de sustancias.;3;2108
210802;Ansia compulsiva de sustancias.;3;2108
210803;Irritabilidad.;3;2108
210804;Agitación.;3;2108
210805;Brotes emocionales.;3;2108
210806;Depresión.;3;2108
210807;Hiperreflexia.;3;2108
210808;Mioclonías.;3;2108
210809;Fasciculaciones.;3;2108
210810;Mialgia.;3;2108
210811;Temblores.;3;2108
210812;Cambio en los signos vitales.;3;2108
210813;Disritmia.;3;2108
210814;Cambio en el apetito.;3;2108
210815;Náuseas.;3;2108
210816;Vómitos.;3;2108
210817;Dolor abdominal.;3;2108
210818;Diarrea.;3;2108
210819;Rinorrea.;3;2108
210820;Lagrimeo.;3;2108
210821;Cambio pupilar.;3;2108
210822;Carne de gallina.;3;2108
210823;Sofocos de calor y frío.;3;2108
210824;Fotofobia.;3;2108
210825;Parestesias.;3;2108
210826;Sensibilidad anormal al ruido.;3;2108
210827;Cefaleas.;3;2108
210828;Bostezos.;3;2108
210829;Concentración alterada.;3;2108
210830;Desorientación.;3;2108
210831;Insomnio.;3;2108
210832;Alucinaciones.;3;2108
210833;Convulsiones.;3;2108
210834;Fiebre.;3;2108
210835;Escalofríos.;3;2108
210836;Sofocaciones.;3;2108
210837;Diaforesis.;3;2108
210838;Fatiga.;3;2108
210839;Debilidad.;3;2108
210840;Nivel de alcohol en sangre.;3;2108
210841;Nivel de sustancias en sangre.;3;2108
210842;Nivel de sustancias en orina.;3;2108
210901;Dolor.;3;2109
210902;Ansiedad.;3;2109
210903;Gemidos.;3;2109
210904;Sufrimiento.;3;2109
210905;Paliza.;3;2109
210906;Estrés.;3;2109
210907;Miedo.;3;2109
210908;Depresión.;3;2109
210909;Alucinaciones.;3;2109
210910;Delirios.;3;2109
210911;Pensamientos paranoides.;3;2109
210912;Conductas obsesivo-convulsivas.;3;2109
210913;Hiperactividad.;3;2109
210914;Inquietud.;3;2109
210915;Síndrome de piernas inquietas.;3;2109
210916;Picor.;3;2109
210917;Mialgias.;3;2109
210918;Muecas.;3;2109
210919;Tensión facial.;3;2109
210920;Dolor a la descompresión.;3;2109
210921;Movimientos bruscos.;3;2109
210922;Posición inadecuada del cuerpo.;3;2109
210923;Respiración dificultosa.;3;2109
210924;Disnea.;3;2109
210925;Pérdida de apetito.;3;2109
210926;Escalofríos.;3;2109
210927;Hipotermia.;3;2109
210928;Náuseas.;3;2109
210929;Vómitos.;3;2109
210930;Diarrea.;3;2109
210931;Incontinencia intestinal.;3;2109
210932;Estreñimiento.;3;2109
210933;Incontinencia urinaria.;3;2109
210934;Incapacidad para comunicarse.;3;2109
210935;Ideas suicidas.;3;2109
210936;Pérdida de fe.;3;2109
210937;Sensación de abandono espiritual.;3;2109
220001;Confianza en los cuidadores que no pertenecen a la familia.;9;2200
220002;Mantenimiento del control deseado sobre los cuidados.;9;2200
220003;Participación en los cuidados cuando se desea.;9;2200
220004;Mantenimiento de la relación entre receptor de los cuidados y el cuidador familiar.;9;2200
220006;Expresión por el cuidador familiar de sentimientos sobre el cambio.;9;2200
220007;Resolución de la culpa del cuidador familiar.;9;2200
220008;Resolución de la ira del cuidador familiar.;9;2200
220009;Uso por el cuidador familiar de métodos de resolución de conflictos.;9;2200
220011;Disponibilidad del cuidador familiar para consentir los tratamientos.;9;2200
220012;Recogida por el cuidador familiar de información sobre la rutina del paciente.;9;2200
220013;Recogida por el cuidador familiar de aspectos sobre la comodidad del paciente.;9;2200
220014;Comunicación por parte del cuidador familiar de las necesidades no expresadas del receptor de los cuidados.;9;2200
220016;Colabora con un profesional sanitario para determinar los cuidados.;9;2200
220017;Expresa comodidad con la transición de roles.;9;2200
220201;Voluntad de asumir el papel de cuidador familiar.;5;2202
220202;Conocimiento sobre el papel de cuidador familiar.;5;2202
220203;Demostración de consideración positiva por el receptor de los cuidados.;5;2202
220204;Participación en las decisiones de atención domiciliaria.;5;2202
220205;Conocimiento del proceso de enfermedad del receptor de los cuidados.;5;2202
220206;Conocimiento del régimen de tratamiento recomendado.;5;2202
220207;Conocimiento de los procedimientos recomendados.;5;2202
220208;Conocimiento de la actividad prescrita.;5;2202
220209;Conocimiento de cuidados en el seguimiento.;5;2202
220210;Conocimiento de cuidados urgentes.;5;2202
220211;Conocimiento de recursos económicos del cuidador familiar.;5;2202
220212;Idoneidad de los recursos económicos.;5;2202
220213;Conocimiento de las visitas a los profesionales sanitarios.;5;2202
220214;Apoyo social.;5;2202
220215;Confianza en la capcidad de controlar la atención domiciliaria.;5;2202
220217;Implicación del receptor de los cuidados en el plan asistencial.;5;2202
220218;Evidencia de planes de apoyo del cuidador familiar.;5;2202
220219;Conocimiento de dónde obtener el equipamiento necesario.;5;2202
220220;Conocimiento de funcionamiento del equipamiento.;5;2202
220222;Participación en la planificación del alta.;5;2202
220302;Realización del rol.;4;2203
220303;Flexibilidad del rol.;4;2203
220304;Oportunidades para la intimidad.;4;2203
220305;Relaciones con otros miembros de la familia.;4;2203
220306;Interacciones sociales.;4;2203
220307;Apoyo social.;4;2203
220308;Actividades de ocio.;4;2203
220309;Productividad laboral.;4;2203
220310;Responsabilidades del rol.;4;2203
220312;Relación con los amigos.;4;2203
220313;Relación con las mascotas.;4;2203
220315;Trastorno de la rutina.;3;2203
220317;Trastorno de la dinámica familiar.;3;2203
220318;Trastorno del entorno vital.;3;2203
220319;Cargas económicas a causa del papel del cuidador.;3;2203
220320;Sueño.;4;2203
220401;Comunicación efectiva.;10;2204
220402;Paciencia.;10;2204
220404;Tranquilidad.;10;2204
220405;Atención y afirmación.;10;2204
220406;Compañerismo.;10;2204
220407;Preocupación.;10;2204
220408;Compromiso a largo plazo.;10;2204
220409;Aceptación mutua.;10;2204
220410;Respeto mutuo.;10;2204
220411;Solución de problemas en colaboración.;10;2204
220412;Sentido de la responsabilidad.;10;2204
220413;Sentimiento mutuo de unión.;10;2204
220501;Aporte de soporte emocional al receptor de los cuidados;5;2205
220502;Ayuda al receptor de cuidados en las actividades de la vida diaria.;5;2205
220503;Conocimiento del proceso de enfermedad.;5;2205
220504;Conocimiento del plan de tratamiento.;5;2205
220505;Adhesión al plan de tratamiento.;5;2205
220506;Ayuda al receptor de cuidados en las actividades instrumentales de la vida diaria.;5;2205
220508;Monitorización del estado de salud del receptor de los cuidados.;5;2205
220509;Monitorización de la conducta del receptor de los cuidados.;5;2205
220510;Anticipación de las necesidades del receptor de los cuidados.;5;2205
220513;Confianza en la realización de las tareas necesarias.;5;2205
220515;Provisión de un entorno seguro y protegido.;5;2205
220516;Rendimiento de los procedimientos.;5;2205
220517;Consideración positiva incondicional para el receptor de los cuidados.;5;2205
220518;Competencia en la monitorización del nivel de cuidados propios.;5;2205
220601;Confianza en la resolución de problemas.;5;2206
220602;Reconocimiento de cambios en el estado de salud del receptor de los cuidados.;5;2206
220603;Reconocimiento de cambios en la conducta del receptor de los cuidados.;5;2206
220605;Obtención de los servicios necesarios para el receptor de los cuidados.;5;2206
220606;Capacidad de supervisar los servicios necesarios.;5;2206
220608;Capacidad de solucionar los problemas asistenciales con los profesionales sanitarios directos.;5;2206
220609;Confianza en la realización de las tareas necesarias.;5;2206
220611;Obtención del transporte necesario para el receptor de los cuidados.;5;2206
220612;Obtención del equipo y suministros necesarios para el receptor de los cuidados.;5;2206
220613;Identificación de las necesidades para la seguridad.;5;2206
220614;Anticipación de las necesidades de cuidados del receptor.;5;2206
220615;Consideración positiva incondicional para el receptor de los cuidados.;5;2206
220801;Factores estresantes referidos por el cuidador.;14;2208
220802;Limitaciones físicas del cuidador.;14;2208
220803;Limitaciones psicológicas del cuidador.;14;2208
220804;Limitaciones cognitivas del cuidador familiar.;14;2208
220805;Conflicto del rol.;14;2208
220807;Ausencia de apoyo social percibido.;14;2208
220813;Alteración de la relación entre el cuidador y el paciente.;14;2208
220815;Sentido de aislamiento.;14;2208
220816;Pérdida de tiempo personal.;14;2208
220818;Ausencia de apoyo del profesional sanitario.;14;2208
220819;Conflicto entre responsabilidades laborales y del cuidador.;14;2208
220820;Carga percibida de problemas de salud progresivos del receptor de los cuidados.;14;2208
220821;Deterioro de las relaciones familiares.;14;2208
221001;Relación mutuamente satisfactoria entre el cuidador familiar y el destinatario de los cuidados.;5;2210
221002;Dominio de las actividades de cuidados directos.;5;2210
221003;Dominio de las actividades de cuidados indirectos.;5;2210
221004;Servicios necesarios para ayudar en los cuidados.;5;2210
221005;Apoyo social para el cuidador familiar.;5;2210
221008;Descanso para el cuidador familiar.;5;2210
221009;Oportunidades del cuidador familiar para actividades de ocio.;5;2210
221011;Recursos económicos.;5;2210
221012;Apoyo del profesional sanitario al cuidador.;5;2210
221013;Suministros para los cuidados.;5;2210
221101;Facilita las necesidades físicas del niño.;9;2211
221102;Elimina los peligros medioambientales controlables.;9;2211
221104;Estimula el desarrollo cognitivo.;9;2211
221105;Estimula el desarrollo social.;9;2211
221106;Estimula el crecimiento emocional.;9;2211
221107;Estimula el crecimiento espiritual.;9;2211
221108;Utiliza los recursos sociales.;9;2211
221110;Utiliza interacciones apropiadas para el temperamento del niño.;9;2211
221111;Utiliza control de la conducta.;9;2211
221112;Utiliza una disciplina adecuada.;9;2211
221113;Facilita las necesidades especiales del niño.;9;2211
221114;Interacciona de forma positiva con el niño.;9;2211
221115;Demuestra empatía hacia el niño.;9;2211
221116;Verbaliza atributos positivos del niño.;9;2211
221117;Manifiesta una relación de afecto con el niño.;9;2211
221118;Posee expectativas realistas del papel de padre.;9;2211
221119;Expresa satisfacción con el rol de padre.;9;2211
221120;Demuestra una autoestima positiva.;9;2211
221122;Proporciona nutrición adecuada a la edad.;9;2211
221123;Proporciona una estructura familiar para el niño.;9;2211
221124;Estimula el crecimiento moral.;9;2211
221125;Imparte valores que fomentan el funcionamiento social.;9;2211
221126;Proporciona supervisión adecuada para el niño.;9;2211
221127;Selecciona cuidador(es) complementario(s) adecuado(s).;9;2211
221128;Controla cuidador(es) complementario(s).;9;2211
221129;Mantiene una comunicación abierta.;9;2211
221130;Proporciona cuidados sanitarios preventivos.;9;2211
221131;Proporciona cuidados sanitarios episódicos.;9;2211
230001;Concentración sanguínea de glucosa.;1;2300
230004;Homoglobina glucosilada.;1;2300
230005;Fructosamina.;1;2300
230007;Glucosa en orina.;1;2300
230008;Cetonas en orina.;1;2300
230101;Efectos terapéuticos esperados presentes.;4;2301
230102;Cambio esperado en la bioquímica sanguínea.;4;2301
230103;Cambios esperado en los síntomas.;4;2301
230105;Reacción alérgica.;3;2301
230106;Efectos adversos.;3;2301
230107;Interacción medicamentosa.;3;2301
230108;Intolerancia farmacológica.;3;2301
230111;Mantenimiento de los niveles sanguíneos esperados.;4;2301
230112;Respuesta de la conducta esperada.;4;2301
230113;Efectos adversos conductuales.;3;2301
230203;Nauseas.;3;2302
230204;Vómitos.;3;2302
230205;Debilidad.;3;2302
230206;Malestar general.;3;2302
230207;Anorexia.;3;2302
230208;Insomnio.;3;2302
230209;Edema.;3;2302
230210;Vértigo.;3;2302
230211;Prurito.;3;2302
230212;Tasa de reducción de urea (TRU) >= 65%;1;2302
230214;Potasio en sangre ERE.;1;2302
230216;Presión arterial.;1;2302
230217;Suero serológico.;1;2302
230218;Ascitis.;3;2302
230219;Rampas musculares.;3;2302
230220;Creatinina sérica.;1;2302
230221;Calcio sérico.;1;2302
230222;Bicarbonato sérico.;1;2302
230223;Magnesio sérico.;1;2302
230224;Fósforo sérico.;1;2302
230225;Aclaramiento de creatinina.;1;2302
230226;Cociente nitrógeno ureico/creatinina en sangre.;1;2302
230227;Anemia.;3;2302
230228;Aumento de peso.;3;2302
230229;Concentración alterada.;3;2302
230301;Vías aéreas permeables.;1;2303
230302;Respiraciones espontáneas.;1;2303
230303;Frecuencia respiratoria.;1;2303
230304;Profundidad de la inspiración.;1;2303
230305;Tos vigorosa.;1;2303
230306;Saturación de oxígeno del aire de la habitación del 92-94%.;1;2303
230307;Presión sanguínea sistólica dentro de 20 mmHg de la línea basal.;1;2303
230308;Puntuación de recuperación postanestésica.;1;2303
230309;Reflejo nauseoso.;1;2303
230310;Capacidad para deglutir.;1;2303
230311;Retención de líquidos orales.;1;2303
230312;Reponde a preguntas.;1;2303
230313;Totalmente despierto.;1;2303
230314;Mueve las extremidades según se le ordene.;1;2303
230315;Tolerancia de la deambulación.;1;2303
230316;Termorregulación.;1;2303
230317;Gasto urinario.;1;2303
230318;Evacuación.;1;2303
230319;Drenaje de la sonda/drenaje.;3;2303
230320;Drenaje del apósito.;3;2303
230321;Náuseas.;3;2303
230322;Vómitos.;3;2303
230323;Escalofríos.;3;2303
230324;Dolor.;3;2303
230325;Equilibrio de líquidos.;1;2303
230326;Equilibrio de electrólitos y ácido-base.;1;2303
230327;Perfusión tisular de la herida.;1;2303
240001;Discriminación entre punzante y romo.;1;2400
240002;Discriminación de dos puntos.;1;2400
240003;Discrimación vibratoria.;1;2400
240004;Discriminación de calor.;1;2400
240005;Discriminación de frío.;1;2400
240006;Discriminación entre cosquillas y picor.;1;2400
240007;Discriminación de estímulos nocivos.;1;2400
240008;Parestesias.;3;2400
240009;Hiperparestesias.;3;2400
240011;Hormigueo.;3;2400
240012;Pérdida de sensación.;3;2400
240101;Agudeza auditiva (izquierda).;1;2401
240102;Agudeza auditiva (derecha).;1;2401
240103;Conducción aérea del sonido (izquierda).;1;2401
240104;Conducción ósea del sonido (izquierda).;1;2401
240105;Relación de conducción aérea y ósea.;1;2401
240106;Acufenos (izquierda).;3;2401
240107;Discriminación auditiva de sonidos suaves.;1;2401
240108;Oye susurros a 15 cm. del oído izquierdo (prueba de voz).;1;2401
240109;Se gira ante los sonidos.;1;2401
240110;Muestra interés por los estímulos auditivos.;1;2401
240112;Conducción aérea del sonido (derecha).;1;2401
240113;Conducción ósea del sonido (derecha).;1;2401
240114;Oye susurros a 15 cm. del oído derecho (prueba de voz).;1;2401
240115;Acufenos (derecha).;3;2401
240116;Pérdida de los tonos altos.;3;2401
240117;Pérdida de la capacidad para distinguir una conversación del ruido ambiental de fondo.;3;2401
240118;Identifica la procedencia del sonido.;1;2401
240201;Discriminación de la posición de la cabeza.;1;2402
240202;Discriminación del movimiento de la cabeza.;1;2402
240203;Discriminación del movimiento de las extremidades superiores;1;2402
240204;Discriminación de la posición de las extremidades.;1;2402
240205;Sentido del equilibrio.;1;2402
240206;Vértigo.;3;2402
240207;Ausencia de torpeza.;3;2402
240208;Nistagmo.;3;2402
240210;Discriminación del movimiento de las extremidades inferiores.;1;2402
240211;Discriminación de la posición de las extremidades inferiores.;1;2402
240212;Discriminación del movimiento del tronco.;1;2402
240213;Discriminación de la posición del tronco.;1;2402
240301;Discrimina olores.;1;2403
240302;Alteración olfativa.;3;2403
240304;Reconoce sabores dulces.;1;2403
240305;Reconoce sabores salados.;1;2403
240306;Reconoce sabores amargos.;1;2403
240307;Reconoce sabores ácidos.;1;2403
240308;Alteración del gusto;3;2403
240310;Gusto metálico.;3;2403
240311;Hemianosmia.;3;2403
240401;Agudeza visual central (izquierdo).;1;2404
240402;Agudeza visual periférica (izquierdo).;1;2404
240403;Campos visuales centrales (izquierdo).;1;2404
240404;Campos visuales periféricos (izquierdo).;1;2404
240405;Hemianopsia.;3;2404
240406;Manchas flotantes.;3;2404
240407;Destellos de luz.;3;2404
240408;Halos alrededor de la luz.;3;2404
240409;Telarañas.;3;2404
240410;Visión doble.;3;2404
240411;Visión borrosa.;3;2404
240412;Visión distorsionada.;3;2404
240413;Distorsiones en la visión de los colores.;3;2404
240414;Ceguera nocturna.;3;2404
240415;Ceguera diurna.;3;2404
240416;Responde a los estímulos visuales.;1;2404
240417;Cefalea.;3;2404
240418;Vértigo.;3;2404
240419;Sobrecarga ocular.;3;2404
240421;Agudeza visual central (derecho).;1;2404
240422;Agudeza visual periférica (derecho).;1;2404
240423;Campos visuales centrales (derecho).;1;2404
240424;Campos visuales periféricos (derecho).;1;2404
240501;Capacidad para notar la estimulación cutánea.;1;2405
240502;Capacidad para oír e interpretar sonidos.;1;2405
240504;Capacidad para discriminar olores.;1;2405
240505;Capacidad para discriminar gustos.;1;2405
240506;Capacidad para ver  imágenes.;1;2405
240507;Capacidad de notar cambios de posición de la cabeza.;1;2405
240508;Capacidad de notar cambios de posición del cuerpo.;1;2405
250002;El abuso físico ha cesado.;7;2500
